case_id,recording_id,channel_index,original_channel_name,canonical_channel_name
chb04,chb04_08,9,F4-C4,F4-C4
chb04,chb04_08,10,C4-P4,C4-P4
chb04,chb04_08,11,P4-O2,P4-O2
chb04,chb04_08,12,FP2-F8,FP2-F8
chb04,chb04_08,13,F8-T8,F8-T8
chb04,chb04_08,14,T8-P8-0,T8-P8-0
chb04,chb04_08,15,P8-O2,P8-O2
chb04,chb04_08,16,FZ-CZ,FZ-CZ
chb04,chb04_08,17,CZ-PZ,CZ-PZ
chb04,chb04_08,18,P7-T7,P7-T7
chb04,chb04_08,19,T7-FT9,T7-FT9
chb04,chb04_08,20,FT9-FT10,FT9-FT10
chb04,chb04_08,21,FT10-T8,FT10-T8
chb04,chb04_08,22,T8-P8-1,T8-P8-1
chb04,chb04_08,23,ECG,ECG
chb04,chb04_09,0,FP1-F7,FP1-F7
chb04,chb04_09,1,F7-T7,F7-T7
chb04,chb04_09,2,T7-P7,T7-P7
chb04,chb04_09,3,P7-O1,P7-O1
chb04,chb04_09,4,FP1-F3,FP1-F3
chb04,chb04_09,5,F3-C3,F3-C3
chb04,chb04_09,6,C3-P3,C3-P3
chb04,chb04_09,7,P3-O1,P3-O1
chb04,chb04_09,8,FP2-F4,FP2-F4
chb04,chb04_09,9,F4-C4,F4-C4
chb04,chb04_09,10,C4-P4,C4-P4
chb04,chb04_09,11,P4-O2,P4-O2
chb04,chb04_09,12,FP2-F8,FP2-F8
chb04,chb04_09,13,F8-T8,F8-T8
chb04,chb04_09,14,T8-P8-0,T8-P8-0
chb04,chb04_09,15,P8-O2,P8-O2
chb04,chb04_09,16,FZ-CZ,FZ-CZ
chb04,chb04_09,17,CZ-PZ,CZ-PZ
chb04,chb04_09,18,P7-T7,P7-T7
chb04,chb04_09,19,T7-FT9,T7-FT9
chb04,chb04_09,20,FT9-FT10,FT9-FT10
chb04,chb04_09,21,FT10-T8,FT10-T8
chb04,chb04_09,22,T8-P8-1,T8-P8-1
chb04,chb04_09,23,ECG,ECG
chb04,chb04_10,0,FP1-F7,FP1-F7
chb04,chb04_10,1,F7-T7,F7-T7
chb04,chb04_10,2,T7-P7,T7-P7
chb04,chb04_10,3,P7-O1,P7-O1
chb04,chb04_10,4,FP1-F3,FP1-F3
chb04,chb04_10,5,F3-C3,F3-C3
chb04,chb04_10,6,C3-P3,C3-P3
chb04,chb04_10,7,P3-O1,P3-O1
chb04,chb04_10,8,FP2-F4,FP2-F4
chb04,chb04_10,9,F4-C4,F4-C4
chb04,chb04_10,10,C4-P4,C4-P4
chb04,chb04_10,11,P4-O2,P4-O2
chb04,chb04_10,12,FP2-F8,FP2-F8
chb04,chb04_10,13,F8-T8,F8-T8
chb04,chb04_10,14,T8-P8-0,T8-P8-0
chb04,chb04_10,15,P8-O2,P8-O2
chb04,chb04_10,16,FZ-CZ,FZ-CZ
chb04,chb04_10,17,CZ-PZ,CZ-PZ
chb04,chb04_10,18,P7-T7,P7-T7
chb04,chb04_10,19,T7-FT9,T7-FT9
chb04,chb04_10,20,FT9-FT10,FT9-FT10
chb04,chb04_10,21,FT10-T8,FT10-T8
chb04,chb04_10,22,T8-P8-1,T8-P8-1
chb04,chb04_10,23,ECG,ECG
chb04,chb04_11,0,FP1-F7,FP1-F7
chb04,chb04_11,1,F7-T7,F7-T7
chb04,chb04_11,2,T7-P7,T7-P7
chb04,chb04_11,3,P7-O1,P7-O1
chb04,chb04_11,4,FP1-F3,FP1-F3
chb04,chb04_11,5,F3-C3,F3-C3
chb04,chb04_11,6,C3-P3,C3-P3
chb04,chb04_11,7,P3-O1,P3-O1
chb04,chb04_11,8,FP2-F4,FP2-F4
chb04,chb04_11,9,F4-C4,F4-C4
chb04,chb04_11,10,C4-P4,C4-P4
chb04,chb04_11,11,P4-O2,P4-O2
chb04,chb04_11,12,FP2-F8,FP2-F8
chb04,chb04_11,13,F8-T8,F8-T8
chb04,chb04_11,14,T8-P8-0,T8-P8-0
chb04,chb04_11,15,P8-O2,P8-O2
chb04,chb04_11,16,FZ-CZ,FZ-CZ
chb04,chb04_11,17,CZ-PZ,CZ-PZ
chb04,chb04_11,18,P7-T7,P7-T7
chb04,chb04_11,19,T7-FT9,T7-FT9
chb04,chb04_11,20,FT9-FT10,FT9-FT10
chb04,chb04_11,21,FT10-T8,FT10-T8
chb04,chb04_11,22,T8-P8-1,T8-P8-1
chb04,chb04_11,23,ECG,ECG
chb04,chb04_12,0,FP1-F7,FP1-F7
chb04,chb04_12,1,F7-T7,F7-T7
chb04,chb04_12,2,T7-P7,T7-P7
chb04,chb04_12,3,P7-O1,P7-O1
chb04,chb04_12,4,FP1-F3,FP1-F3
chb04,chb04_12,5,F3-C3,F3-C3
chb04,chb04_12,6,C3-P3,C3-P3
chb04,chb04_12,7,P3-O1,P3-O1
chb04,chb04_12,8,FP2-F4,FP2-F4
chb04,chb04_12,9,F4-C4,F4-C4
chb04,chb04_12,10,C4-P4,C4-P4
chb04,chb04_12,11,P4-O2,P4-O2
chb04,chb04_12,12,FP2-F8,FP2-F8
chb04,chb04_12,13,F8-T8,F8-T8
chb04,chb04_12,14,T8-P8-0,T8-P8-0
chb04,chb04_12,15,P8-O2,P8-O2
chb04,chb04_12,16,FZ-CZ,FZ-CZ
chb04,chb04_12,17,CZ-PZ,CZ-PZ
chb04,chb04_12,18,P7-T7,P7-T7
chb04,chb04_12,19,T7-FT9,T7-FT9
chb04,chb04_12,20,FT9-FT10,FT9-FT10
chb04,chb04_12,21,FT10-T8,FT10-T8
chb04,chb04_12,22,T8-P8-1,T8-P8-1
chb04,chb04_12,23,ECG,ECG
chb04,chb04_13,0,FP1-F7,FP1-F7
chb04,chb04_13,1,F7-T7,F7-T7
chb04,chb04_13,2,T7-P7,T7-P7
chb04,chb04_13,3,P7-O1,P7-O1
chb04,chb04_13,4,FP1-F3,FP1-F3
chb04,chb04_13,5,F3-C3,F3-C3
chb04,chb04_13,6,C3-P3,C3-P3
chb04,chb04_13,7,P3-O1,P3-O1
chb04,chb04_13,8,FP2-F4,FP2-F4
chb04,chb04_13,9,F4-C4,F4-C4
chb04,chb04_13,10,C4-P4,C4-P4
chb04,chb04_13,11,P4-O2,P4-O2
chb04,chb04_13,12,FP2-F8,FP2-F8
chb04,chb04_13,13,F8-T8,F8-T8
chb04,chb04_13,14,T8-P8-0,T8-P8-0
chb04,chb04_13,15,P8-O2,P8-O2
chb04,chb04_13,16,FZ-CZ,FZ-CZ
chb04,chb04_13,17,CZ-PZ,CZ-PZ
chb04,chb04_13,18,P7-T7,P7-T7
chb04,chb04_13,19,T7-FT9,T7-FT9
chb04,chb04_13,20,FT9-FT10,FT9-FT10
chb04,chb04_13,21,FT10-T8,FT10-T8
chb04,chb04_13,22,T8-P8-1,T8-P8-1
chb04,chb04_13,23,ECG,ECG
chb04,chb04_14,0,FP1-F7,FP1-F7
chb04,chb04_14,1,F7-T7,F7-T7
chb04,chb04_14,2,T7-P7,T7-P7
chb04,chb04_14,3,P7-O1,P7-O1
chb04,chb04_14,4,FP1-F3,FP1-F3
chb04,chb04_14,5,F3-C3,F3-C3
chb04,chb04_14,6,C3-P3,C3-P3
chb04,chb04_14,7,P3-O1,P3-O1
chb04,chb04_14,8,FP2-F4,FP2-F4
chb04,chb04_14,9,F4-C4,F4-C4
chb04,chb04_14,10,C4-P4,C4-P4
chb04,chb04_14,11,P4-O2,P4-O2
chb04,chb04_14,12,FP2-F8,FP2-F8
chb04,chb04_14,13,F8-T8,F8-T8
chb04,chb04_14,14,T8-P8-0,T8-P8-0
chb04,chb04_14,15,P8-O2,P8-O2
chb04,chb04_14,16,FZ-CZ,FZ-CZ
chb04,chb04_14,17,CZ-PZ,CZ-PZ
chb04,chb04_14,18,P7-T7,P7-T7
chb04,chb04_14,19,T7-FT9,T7-FT9
chb04,chb04_14,20,FT9-FT10,FT9-FT10
chb04,chb04_14,21,FT10-T8,FT10-T8
chb04,chb04_14,22,T8-P8-1,T8-P8-1
chb04,chb04_14,23,ECG,ECG
chb04,chb04_15,0,FP1-F7,FP1-F7
chb04,chb04_15,1,F7-T7,F7-T7
chb04,chb04_15,2,T7-P7,T7-P7
chb04,chb04_15,3,P7-O1,P7-O1
chb04,chb04_15,4,FP1-F3,FP1-F3
chb04,chb04_15,5,F3-C3,F3-C3
chb04,chb04_15,6,C3-P3,C3-P3
chb04,chb04_15,7,P3-O1,P3-O1
chb04,chb04_15,8,FP2-F4,FP2-F4
chb04,chb04_15,9,F4-C4,F4-C4
chb04,chb04_15,10,C4-P4,C4-P4
chb04,chb04_15,11,P4-O2,P4-O2
chb04,chb04_15,12,FP2-F8,FP2-F8
chb04,chb04_15,13,F8-T8,F8-T8
chb04,chb04_15,14,T8-P8-0,T8-P8-0
chb04,chb04_15,15,P8-O2,P8-O2
chb04,chb04_15,16,FZ-CZ,FZ-CZ
chb04,chb04_15,17,CZ-PZ,CZ-PZ
chb04,chb04_15,18,P7-T7,P7-T7
chb04,chb04_15,19,T7-FT9,T7-FT9
chb04,chb04_15,20,FT9-FT10,FT9-FT10
chb04,chb04_15,21,FT10-T8,FT10-T8
chb04,chb04_15,22,T8-P8-1,T8-P8-1
chb04,chb04_15,23,ECG,ECG
chb04,chb04_16,0,FP1-F7,FP1-F7
chb04,chb04_16,1,F7-T7,F7-T7
chb04,chb04_16,2,T7-P7,T7-P7
chb04,chb04_16,3,P7-O1,P7-O1
chb04,chb04_16,4,FP1-F3,FP1-F3
chb04,chb04_16,5,F3-C3,F3-C3
chb04,chb04_16,6,C3-P3,C3-P3
chb04,chb04_16,7,P3-O1,P3-O1
chb04,chb04_16,8,FP2-F4,FP2-F4
chb04,chb04_16,9,F4-C4,F4-C4
chb04,chb04_16,10,C4-P4,C4-P4
chb04,chb04_16,11,P4-O2,P4-O2
chb04,chb04_16,12,FP2-F8,FP2-F8
chb04,chb04_16,13,F8-T8,F8-T8
chb04,chb04_16,14,T8-P8-0,T8-P8-0
chb04,chb04_16,15,P8-O2,P8-O2
chb04,chb04_16,16,FZ-CZ,FZ-CZ
chb04,chb04_16,17,CZ-PZ,CZ-PZ
chb04,chb04_16,18,P7-T7,P7-T7
chb04,chb04_16,19,T7-FT9,T7-FT9
chb04,chb04_16,20,FT9-FT10,FT9-FT10
chb04,chb04_16,21,FT10-T8,FT10-T8
chb04,chb04_16,22,T8-P8-1,T8-P8-1
chb04,chb04_16,23,ECG,ECG
chb04,chb04_17,0,FP1-F7,FP1-F7
chb04,chb04_17,1,F7-T7,F7-T7
chb04,chb04_17,2,T7-P7,T7-P7
chb04,chb04_17,3,P7-O1,P7-O1
chb04,chb04_17,4,FP1-F3,FP1-F3
chb04,chb04_17,5,F3-C3,F3-C3
chb04,chb04_17,6,C3-P3,C3-P3
chb04,chb04_17,7,P3-O1,P3-O1
chb04,chb04_17,8,FP2-F4,FP2-F4
chb04,chb04_17,9,F4-C4,F4-C4
chb04,chb04_17,10,C4-P4,C4-P4
chb04,chb04_17,11,P4-O2,P4-O2
chb04,chb04_17,12,FP2-F8,FP2-F8
chb04,chb04_17,13,F8-T8,F8-T8
chb04,chb04_17,14,T8-P8-0,T8-P8-0
chb04,chb04_17,15,P8-O2,P8-O2
chb04,chb04_17,16,FZ-CZ,FZ-CZ
chb04,chb04_17,17,CZ-PZ,CZ-PZ
chb04,chb04_17,18,P7-T7,P7-T7
chb04,chb04_17,19,T7-FT9,T7-FT9
chb04,chb04_17,20,FT9-FT10,FT9-FT10
chb04,chb04_17,21,FT10-T8,FT10-T8
chb04,chb04_17,22,T8-P8-1,T8-P8-1
chb04,chb04_17,23,ECG,ECG
chb04,chb04_18,0,FP1-F7,FP1-F7
chb04,chb04_18,1,F7-T7,F7-T7
chb04,chb04_18,2,T7-P7,T7-P7
chb04,chb04_18,3,P7-O1,P7-O1
chb04,chb04_18,4,FP1-F3,FP1-F3
chb04,chb04_18,5,F3-C3,F3-C3
chb04,chb04_18,6,C3-P3,C3-P3
chb04,chb04_18,7,P3-O1,P3-O1
chb04,chb04_18,8,FP2-F4,FP2-F4
chb04,chb04_18,9,F4-C4,F4-C4
chb04,chb04_18,10,C4-P4,C4-P4
chb04,chb04_18,11,P4-O2,P4-O2
chb04,chb04_18,12,FP2-F8,FP2-F8
chb04,chb04_18,13,F8-T8,F8-T8
chb04,chb04_18,14,T8-P8-0,T8-P8-0
chb04,chb04_18,15,P8-O2,P8-O2
chb04,chb04_18,16,FZ-CZ,FZ-CZ
chb04,chb04_18,17,CZ-PZ,CZ-PZ
chb04,chb04_18,18,P7-T7,P7-T7
chb04,chb04_18,19,T7-FT9,T7-FT9
chb04,chb04_18,20,FT9-FT10,FT9-FT10
chb04,chb04_18,21,FT10-T8,FT10-T8
chb04,chb04_18,22,T8-P8-1,T8-P8-1
chb04,chb04_18,23,ECG,ECG
chb04,chb04_19,0,FP1-F7,FP1-F7
chb04,chb04_19,1,F7-T7,F7-T7
chb04,chb04_19,2,T7-P7,T7-P7
chb04,chb04_19,3,P7-O1,P7-O1
chb04,chb04_19,4,FP1-F3,FP1-F3
chb04,chb04_19,5,F3-C3,F3-C3
chb04,chb04_19,6,C3-P3,C3-P3
chb04,chb04_19,7,P3-O1,P3-O1
chb04,chb04_19,8,FP2-F4,FP2-F4
chb04,chb04_19,9,F4-C4,F4-C4
chb04,chb04_19,10,C4-P4,C4-P4
chb04,chb04_19,11,P4-O2,P4-O2
chb04,chb04_19,12,FP2-F8,FP2-F8
chb04,chb04_19,13,F8-T8,F8-T8
chb04,chb04_19,14,T8-P8-0,T8-P8-0
chb04,chb04_19,15,P8-O2,P8-O2
chb04,chb04_19,16,FZ-CZ,FZ-CZ
chb04,chb04_19,17,CZ-PZ,CZ-PZ
chb04,chb04_19,18,P7-T7,P7-T7
chb04,chb04_19,19,T7-FT9,T7-FT9
chb04,chb04_19,20,FT9-FT10,FT9-FT10
chb04,chb04_19,21,FT10-T8,FT10-T8
chb04,chb04_19,22,T8-P8-1,T8-P8-1
chb04,chb04_19,23,ECG,ECG
chb04,chb04_21,0,FP1-F7,FP1-F7
chb04,chb04_21,1,F7-T7,F7-T7
chb04,chb04_21,2,T7-P7,T7-P7
chb04,chb04_21,3,P7-O1,P7-O1
chb04,chb04_21,4,FP1-F3,FP1-F3
chb04,chb04_21,5,F3-C3,F3-C3
chb04,chb04_21,6,C3-P3,C3-P3
chb04,chb04_21,7,P3-O1,P3-O1
chb04,chb04_21,8,FP2-F4,FP2-F4
chb04,chb04_21,9,F4-C4,F4-C4
chb04,chb04_21,10,C4-P4,C4-P4
chb04,chb04_21,11,P4-O2,P4-O2
chb04,chb04_21,12,FP2-F8,FP2-F8
chb04,chb04_21,13,F8-T8,F8-T8
chb04,chb04_21,14,T8-P8-0,T8-P8-0
chb04,chb04_21,15,P8-O2,P8-O2
chb04,chb04_21,16,FZ-CZ,FZ-CZ
chb04,chb04_21,17,CZ-PZ,CZ-PZ
chb04,chb04_21,18,P7-T7,P7-T7
chb04,chb04_21,19,T7-FT9,T7-FT9
chb04,chb04_21,20,FT9-FT10,FT9-FT10
chb04,chb04_21,21,FT10-T8,FT10-T8
chb04,chb04_21,22,T8-P8-1,T8-P8-1
chb04,chb04_21,23,ECG,ECG
chb04,chb04_22,0,FP1-F7,FP1-F7
chb04,chb04_22,1,F7-T7,F7-T7
chb04,chb04_22,2,T7-P7,T7-P7
chb04,chb04_22,3,P7-O1,P7-O1
chb04,chb04_22,4,FP1-F3,FP1-F3
chb04,chb04_22,5,F3-C3,F3-C3
chb04,chb04_22,6,C3-P3,C3-P3
chb04,chb04_22,7,P3-O1,P3-O1
chb04,chb04_22,8,FP2-F4,FP2-F4
chb04,chb04_22,9,F4-C4,F4-C4
chb04,chb04_22,10,C4-P4,C4-P4
chb04,chb04_22,11,P4-O2,P4-O2
chb04,chb04_22,12,FP2-F8,FP2-F8
chb04,chb04_22,13,F8-T8,F8-T8
chb04,chb04_22,14,T8-P8-0,T8-P8-0
chb04,chb04_22,15,P8-O2,P8-O2
chb04,chb04_22,16,FZ-CZ,FZ-CZ
chb04,chb04_22,17,CZ-PZ,CZ-PZ
chb04,chb04_22,18,P7-T7,P7-T7
chb04,chb04_22,19,T7-FT9,T7-FT9
chb04,chb04_22,20,FT9-FT10,FT9-FT10
chb04,chb04_22,21,FT10-T8,FT10-T8
chb04,chb04_22,22,T8-P8-1,T8-P8-1
chb04,chb04_22,23,ECG,ECG
chb04,chb04_23,0,FP1-F7,FP1-F7
chb04,chb04_23,1,F7-T7,F7-T7
chb04,chb04_23,2,T7-P7,T7-P7
chb04,chb04_23,3,P7-O1,P7-O1
chb04,chb04_23,4,FP1-F3,FP1-F3
chb04,chb04_23,5,F3-C3,F3-C3
chb04,chb04_23,6,C3-P3,C3-P3
chb04,chb04_23,7,P3-O1,P3-O1
chb04,chb04_23,8,FP2-F4,FP2-F4
chb04,chb04_23,9,F4-C4,F4-C4
chb04,chb04_23,10,C4-P4,C4-P4
chb04,chb04_23,11,P4-O2,P4-O2
chb04,chb04_23,12,FP2-F8,FP2-F8
chb04,chb04_23,13,F8-T8,F8-T8
chb04,chb04_23,14,T8-P8-0,T8-P8-0
chb04,chb04_23,15,P8-O2,P8-O2
chb04,chb04_23,16,FZ-CZ,FZ-CZ
chb04,chb04_23,17,CZ-PZ,CZ-PZ
chb04,chb04_23,18,P7-T7,P7-T7
chb04,chb04_23,19,T7-FT9,T7-FT9
chb04,chb04_23,20,FT9-FT10,FT9-FT10
chb04,chb04_23,21,FT10-T8,FT10-T8
chb04,chb04_23,22,T8-P8-1,T8-P8-1
chb04,chb04_23,23,ECG,ECG
chb04,chb04_24,0,FP1-F7,FP1-F7
chb04,chb04_24,1,F7-T7,F7-T7
chb04,chb04_24,2,T7-P7,T7-P7
chb04,chb04_24,3,P7-O1,P7-O1
chb04,chb04_24,4,FP1-F3,FP1-F3
chb04,chb04_24,5,F3-C3,F3-C3
chb04,chb04_24,6,C3-P3,C3-P3
chb04,chb04_24,7,P3-O1,P3-O1
chb04,chb04_24,8,FP2-F4,FP2-F4
chb04,chb04_24,9,F4-C4,F4-C4
chb04,chb04_24,10,C4-P4,C4-P4
chb04,chb04_24,11,P4-O2,P4-O2
chb04,chb04_24,12,FP2-F8,FP2-F8
chb04,chb04_24,13,F8-T8,F8-T8
chb04,chb04_24,14,T8-P8-0,T8-P8-0
chb04,chb04_24,15,P8-O2,P8-O2
chb04,chb04_24,16,FZ-CZ,FZ-CZ
chb04,chb04_24,17,CZ-PZ,CZ-PZ
chb04,chb04_24,18,P7-T7,P7-T7
chb04,chb04_24,19,T7-FT9,T7-FT9
chb04,chb04_24,20,FT9-FT10,FT9-FT10
chb04,chb04_24,21,FT10-T8,FT10-T8
chb04,chb04_24,22,T8-P8-1,T8-P8-1
chb04,chb04_24,23,ECG,ECG
chb04,chb04_25,0,FP1-F7,FP1-F7
chb04,chb04_25,1,F7-T7,F7-T7
chb04,chb04_25,2,T7-P7,T7-P7
chb04,chb04_25,3,P7-O1,P7-O1
chb04,chb04_25,4,FP1-F3,FP1-F3
chb04,chb04_25,5,F3-C3,F3-C3
chb04,chb04_25,6,C3-P3,C3-P3
chb04,chb04_25,7,P3-O1,P3-O1
chb04,chb04_25,8,FP2-F4,FP2-F4
chb04,chb04_25,9,F4-C4,F4-C4
chb04,chb04_25,10,C4-P4,C4-P4
chb04,chb04_25,11,P4-O2,P4-O2
chb04,chb04_25,12,FP2-F8,FP2-F8
chb04,chb04_25,13,F8-T8,F8-T8
chb04,chb04_25,14,T8-P8-0,T8-P8-0
chb04,chb04_25,15,P8-O2,P8-O2
chb04,chb04_25,16,FZ-CZ,FZ-CZ
chb04,chb04_25,17,CZ-PZ,CZ-PZ
chb04,chb04_25,18,P7-T7,P7-T7
chb04,chb04_25,19,T7-FT9,T7-FT9
chb04,chb04_25,20,FT9-FT10,FT9-FT10
chb04,chb04_25,21,FT10-T8,FT10-T8
chb04,chb04_25,22,T8-P8-1,T8-P8-1
chb04,chb04_25,23,ECG,ECG
chb04,chb04_26,0,FP1-F7,FP1-F7
chb04,chb04_26,1,F7-T7,F7-T7
chb04,chb04_26,2,T7-P7,T7-P7
chb04,chb04_26,3,P7-O1,P7-O1
chb04,chb04_26,4,FP1-F3,FP1-F3
chb04,chb04_26,5,F3-C3,F3-C3
chb04,chb04_26,6,C3-P3,C3-P3
chb04,chb04_26,7,P3-O1,P3-O1
chb04,chb04_26,8,FP2-F4,FP2-F4
chb04,chb04_26,9,F4-C4,F4-C4
chb04,chb04_26,10,C4-P4,C4-P4
chb04,chb04_26,11,P4-O2,P4-O2
chb04,chb04_26,12,FP2-F8,FP2-F8
chb04,chb04_26,13,F8-T8,F8-T8
chb04,chb04_26,14,T8-P8-0,T8-P8-0
chb04,chb04_26,15,P8-O2,P8-O2
chb04,chb04_26,16,FZ-CZ,FZ-CZ
chb04,chb04_26,17,CZ-PZ,CZ-PZ
chb04,chb04_26,18,P7-T7,P7-T7
chb04,chb04_26,19,T7-FT9,T7-FT9
chb04,chb04_26,20,FT9-FT10,FT9-FT10
chb04,chb04_26,21,FT10-T8,FT10-T8
chb04,chb04_26,22,T8-P8-1,T8-P8-1
chb04,chb04_26,23,ECG,ECG
chb04,chb04_27,0,FP1-F7,FP1-F7
chb04,chb04_27,1,F7-T7,F7-T7
chb04,chb04_27,2,T7-P7,T7-P7
chb04,chb04_27,3,P7-O1,P7-O1
chb04,chb04_27,4,FP1-F3,FP1-F3
chb04,chb04_27,5,F3-C3,F3-C3
chb04,chb04_27,6,C3-P3,C3-P3
chb04,chb04_27,7,P3-O1,P3-O1
chb04,chb04_27,8,FP2-F4,FP2-F4
chb04,chb04_27,9,F4-C4,F4-C4
chb04,chb04_27,10,C4-P4,C4-P4
chb04,chb04_27,11,P4-O2,P4-O2
chb04,chb04_27,12,FP2-F8,FP2-F8
chb04,chb04_27,13,F8-T8,F8-T8
chb04,chb04_27,14,T8-P8-0,T8-P8-0
chb04,chb04_27,15,P8-O2,P8-O2
chb04,chb04_27,16,FZ-CZ,FZ-CZ
chb04,chb04_27,17,CZ-PZ,CZ-PZ
chb04,chb04_27,18,P7-T7,P7-T7
chb04,chb04_27,19,T7-FT9,T7-FT9
chb04,chb04_27,20,FT9-FT10,FT9-FT10
chb04,chb04_27,21,FT10-T8,FT10-T8
chb04,chb04_27,22,T8-P8-1,T8-P8-1
chb04,chb04_27,23,ECG,ECG
chb04,chb04_28,0,FP1-F7,FP1-F7
chb04,chb04_28,1,F7-T7,F7-T7
chb04,chb04_28,2,T7-P7,T7-P7
chb04,chb04_28,3,P7-O1,P7-O1
chb04,chb04_28,4,FP1-F3,FP1-F3
chb04,chb04_28,5,F3-C3,F3-C3
chb04,chb04_28,6,C3-P3,C3-P3
chb04,chb04_28,7,P3-O1,P3-O1
chb04,chb04_28,8,FP2-F4,FP2-F4
chb04,chb04_28,9,F4-C4,F4-C4
chb04,chb04_28,10,C4-P4,C4-P4
chb04,chb04_28,11,P4-O2,P4-O2
chb04,chb04_28,12,FP2-F8,FP2-F8
chb04,chb04_28,13,F8-T8,F8-T8
chb04,chb04_28,14,T8-P8-0,T8-P8-0
chb04,chb04_28,15,P8-O2,P8-O2
chb04,chb04_28,16,FZ-CZ,FZ-CZ
chb04,chb04_28,17,CZ-PZ,CZ-PZ
chb04,chb04_28,18,P7-T7,P7-T7
chb04,chb04_28,19,T7-FT9,T7-FT9
chb04,chb04_28,20,FT9-FT10,FT9-FT10
chb04,chb04_28,21,FT10-T8,FT10-T8
chb04,chb04_28,22,T8-P8-1,T8-P8-1
chb04,chb04_28,23,ECG,ECG
chb04,chb04_29,0,FP1-F7,FP1-F7
chb04,chb04_29,1,F7-T7,F7-T7
chb04,chb04_29,2,T7-P7,T7-P7
chb04,chb04_29,3,P7-O1,P7-O1
chb04,chb04_29,4,FP1-F3,FP1-F3
chb04,chb04_29,5,F3-C3,F3-C3
chb04,chb04_29,6,C3-P3,C3-P3
chb04,chb04_29,7,P3-O1,P3-O1
chb04,chb04_29,8,FP2-F4,FP2-F4
chb04,chb04_29,9,F4-C4,F4-C4
chb04,chb04_29,10,C4-P4,C4-P4
chb04,chb04_29,11,P4-O2,P4-O2
chb04,chb04_29,12,FP2-F8,FP2-F8
chb04,chb04_29,13,F8-T8,F8-T8
chb04,chb04_29,14,T8-P8-0,T8-P8-0
chb04,chb04_29,15,P8-O2,P8-O2
chb04,chb04_29,16,FZ-CZ,FZ-CZ
chb04,chb04_29,17,CZ-PZ,CZ-PZ
chb04,chb04_29,18,P7-T7,P7-T7
chb04,chb04_29,19,T7-FT9,T7-FT9
chb04,chb04_29,20,FT9-FT10,FT9-FT10
chb04,chb04_29,21,FT10-T8,FT10-T8
chb04,chb04_29,22,T8-P8-1,T8-P8-1
chb04,chb04_29,23,ECG,ECG
chb04,chb04_30,0,FP1-F7,FP1-F7
chb04,chb04_30,1,F7-T7,F7-T7
chb04,chb04_30,2,T7-P7,T7-P7
chb04,chb04_30,3,P7-O1,P7-O1
chb04,chb04_30,4,FP1-F3,FP1-F3
chb04,chb04_30,5,F3-C3,F3-C3
chb04,chb04_30,6,C3-P3,C3-P3
chb04,chb04_30,7,P3-O1,P3-O1
chb04,chb04_30,8,FP2-F4,FP2-F4
chb04,chb04_30,9,F4-C4,F4-C4
chb04,chb04_30,10,C4-P4,C4-P4
chb04,chb04_30,11,P4-O2,P4-O2
chb04,chb04_30,12,FP2-F8,FP2-F8
chb04,chb04_30,13,F8-T8,F8-T8
chb04,chb04_30,14,T8-P8-0,T8-P8-0
chb04,chb04_30,15,P8-O2,P8-O2
chb04,chb04_30,16,FZ-CZ,FZ-CZ
chb04,chb04_30,17,CZ-PZ,CZ-PZ
chb04,chb04_30,18,P7-T7,P7-T7
chb04,chb04_30,19,T7-FT9,T7-FT9
chb04,chb04_30,20,FT9-FT10,FT9-FT10
chb04,chb04_30,21,FT10-T8,FT10-T8
chb04,chb04_30,22,T8-P8-1,T8-P8-1
chb04,chb04_30,23,ECG,ECG
chb04,chb04_31,0,FP1-F7,FP1-F7
chb04,chb04_31,1,F7-T7,F7-T7
chb04,chb04_31,2,T7-P7,T7-P7
chb04,chb04_31,3,P7-O1,P7-O1
chb04,chb04_31,4,FP1-F3,FP1-F3
chb04,chb04_31,5,F3-C3,F3-C3
chb04,chb04_31,6,C3-P3,C3-P3
chb04,chb04_31,7,P3-O1,P3-O1
chb04,chb04_31,8,FP2-F4,FP2-F4
chb04,chb04_31,9,F4-C4,F4-C4
chb04,chb04_31,10,C4-P4,C4-P4
chb04,chb04_31,11,P4-O2,P4-O2
chb04,chb04_31,12,FP2-F8,FP2-F8
chb04,chb04_31,13,F8-T8,F8-T8
chb04,chb04_31,14,T8-P8-0,T8-P8-0
chb04,chb04_31,15,P8-O2,P8-O2
chb04,chb04_31,16,FZ-CZ,FZ-CZ
chb04,chb04_31,17,CZ-PZ,CZ-PZ
chb04,chb04_31,18,P7-T7,P7-T7
chb04,chb04_31,19,T7-FT9,T7-FT9
chb04,chb04_31,20,FT9-FT10,FT9-FT10
chb04,chb04_31,21,FT10-T8,FT10-T8
chb04,chb04_31,22,T8-P8-1,T8-P8-1
chb04,chb04_31,23,ECG,ECG
chb04,chb04_32,0,FP1-F7,FP1-F7
chb04,chb04_32,1,F7-T7,F7-T7
chb04,chb04_32,2,T7-P7,T7-P7
chb04,chb04_32,3,P7-O1,P7-O1
chb04,chb04_32,4,FP1-F3,FP1-F3
chb04,chb04_32,5,F3-C3,F3-C3
chb04,chb04_32,6,C3-P3,C3-P3
chb04,chb04_32,7,P3-O1,P3-O1
chb04,chb04_32,8,FP2-F4,FP2-F4
chb04,chb04_32,9,F4-C4,F4-C4
chb04,chb04_32,10,C4-P4,C4-P4
chb04,chb04_32,11,P4-O2,P4-O2
